atom,gamma_code,code_length,formula_length,length_match,translation,derivative,expected_derivative,derivative_match,closed_disk_image_bound,common_compact_containment,global_prefix_free,inventory_tags,inventory_filter_stage,candidate_target_calls
2634,00000000000101001001010,23,23,True,-2994175/16777216,1/8388608,1/8388608,True,2994177/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2635,00000000000101001001011,23,23,True,5394433/16777216,1/8388608,1/8388608,True,5394435/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2636,00000000000101001001100,23,23,True,-5091327/16777216,1/8388608,1/8388608,True,5091329/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2637,00000000000101001001101,23,23,True,3297281/16777216,1/8388608,1/8388608,True,3297283/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2638,00000000000101001001110,23,23,True,-897023/16777216,1/8388608,1/8388608,True,897025/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2639,00000000000101001001111,23,23,True,7491585/16777216,1/8388608,1/8388608,True,7491587/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2640,00000000000101001010000,23,23,True,-7712767/16777216,1/8388608,1/8388608,True,7712769/16777216,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
2641,00000000000101001010001,23,23,True,675841/16777216,1/8388608,1/8388608,True,675843/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2642,00000000000101001010010,23,23,True,-3518463/16777216,1/8388608,1/8388608,True,3518465/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2643,00000000000101001010011,23,23,True,4870145/16777216,1/8388608,1/8388608,True,4870147/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2644,00000000000101001010100,23,23,True,-5615615/16777216,1/8388608,1/8388608,True,5615617/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2645,00000000000101001010101,23,23,True,2772993/16777216,1/8388608,1/8388608,True,2772995/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2646,00000000000101001010110,23,23,True,-1421311/16777216,1/8388608,1/8388608,True,1421313/16777216,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash,post_freeze_evaluator,0
2647,00000000000101001010111,23,23,True,6967297/16777216,1/8388608,1/8388608,True,6967299/16777216,True,True,prime_evaluator|all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
2648,00000000000101001011000,23,23,True,-6664191/16777216,1/8388608,1/8388608,True,6664193/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2649,00000000000101001011001,23,23,True,1724417/16777216,1/8388608,1/8388608,True,1724419/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
2650,00000000000101001011010,23,23,True,-2469887/16777216,1/8388608,1/8388608,True,2469889/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2651,00000000000101001011011,23,23,True,5918721/16777216,1/8388608,1/8388608,True,5918723/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2652,00000000000101001011100,23,23,True,-4567039/16777216,1/8388608,1/8388608,True,4567041/16777216,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash,post_freeze_evaluator,0
2653,00000000000101001011101,23,23,True,3821569/16777216,1/8388608,1/8388608,True,3821571/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2654,00000000000101001011110,23,23,True,-372735/16777216,1/8388608,1/8388608,True,372737/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2655,00000000000101001011111,23,23,True,8015873/16777216,1/8388608,1/8388608,True,8015875/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2656,00000000000101001100000,23,23,True,-7974911/16777216,1/8388608,1/8388608,True,7974913/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2657,00000000000101001100001,23,23,True,413697/16777216,1/8388608,1/8388608,True,413699/16777216,True,True,prime_evaluator|all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
2658,00000000000101001100010,23,23,True,-3780607/16777216,1/8388608,1/8388608,True,3780609/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2659,00000000000101001100011,23,23,True,4608001/16777216,1/8388608,1/8388608,True,4608003/16777216,True,True,prime_evaluator|all_integer_control|matched_density_hash,post_freeze_evaluator,0
2660,00000000000101001100100,23,23,True,-5877759/16777216,1/8388608,1/8388608,True,5877761/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2661,00000000000101001100101,23,23,True,2510849/16777216,1/8388608,1/8388608,True,2510851/16777216,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
2662,00000000000101001100110,23,23,True,-1683455/16777216,1/8388608,1/8388608,True,1683457/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2663,00000000000101001100111,23,23,True,6705153/16777216,1/8388608,1/8388608,True,6705155/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
2664,00000000000101001101000,23,23,True,-6926335/16777216,1/8388608,1/8388608,True,6926337/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2665,00000000000101001101001,23,23,True,1462273/16777216,1/8388608,1/8388608,True,1462275/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
2666,00000000000101001101010,23,23,True,-2732031/16777216,1/8388608,1/8388608,True,2732033/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2667,00000000000101001101011,23,23,True,5656577/16777216,1/8388608,1/8388608,True,5656579/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2668,00000000000101001101100,23,23,True,-4829183/16777216,1/8388608,1/8388608,True,4829185/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2669,00000000000101001101101,23,23,True,3559425/16777216,1/8388608,1/8388608,True,3559427/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2670,00000000000101001101110,23,23,True,-634879/16777216,1/8388608,1/8388608,True,634881/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2671,00000000000101001101111,23,23,True,7753729/16777216,1/8388608,1/8388608,True,7753731/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2672,00000000000101001110000,23,23,True,-7450623/16777216,1/8388608,1/8388608,True,7450625/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2673,00000000000101001110001,23,23,True,937985/16777216,1/8388608,1/8388608,True,937987/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2674,00000000000101001110010,23,23,True,-3256319/16777216,1/8388608,1/8388608,True,3256321/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2675,00000000000101001110011,23,23,True,5132289/16777216,1/8388608,1/8388608,True,5132291/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2676,00000000000101001110100,23,23,True,-5353471/16777216,1/8388608,1/8388608,True,5353473/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2677,00000000000101001110101,23,23,True,3035137/16777216,1/8388608,1/8388608,True,3035139/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
2678,00000000000101001110110,23,23,True,-1159167/16777216,1/8388608,1/8388608,True,1159169/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2679,00000000000101001110111,23,23,True,7229441/16777216,1/8388608,1/8388608,True,7229443/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2680,00000000000101001111000,23,23,True,-6402047/16777216,1/8388608,1/8388608,True,6402049/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2681,00000000000101001111001,23,23,True,1986561/16777216,1/8388608,1/8388608,True,1986563/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2682,00000000000101001111010,23,23,True,-2207743/16777216,1/8388608,1/8388608,True,2207745/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2683,00000000000101001111011,23,23,True,6180865/16777216,1/8388608,1/8388608,True,6180867/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2684,00000000000101001111100,23,23,True,-4304895/16777216,1/8388608,1/8388608,True,4304897/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
2685,00000000000101001111101,23,23,True,4083713/16777216,1/8388608,1/8388608,True,4083715/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2686,00000000000101001111110,23,23,True,-110591/16777216,1/8388608,1/8388608,True,110593/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2687,00000000000101001111111,23,23,True,8278017/16777216,1/8388608,1/8388608,True,8278019/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
2688,00000000000101010000000,23,23,True,-8302591/16777216,1/8388608,1/8388608,True,8302593/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2689,00000000000101010000001,23,23,True,86017/16777216,1/8388608,1/8388608,True,86019/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2690,00000000000101010000010,23,23,True,-4108287/16777216,1/8388608,1/8388608,True,4108289/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
2691,00000000000101010000011,23,23,True,4280321/16777216,1/8388608,1/8388608,True,4280323/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2692,00000000000101010000100,23,23,True,-6205439/16777216,1/8388608,1/8388608,True,6205441/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2693,00000000000101010000101,23,23,True,2183169/16777216,1/8388608,1/8388608,True,2183171/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
2694,00000000000101010000110,23,23,True,-2011135/16777216,1/8388608,1/8388608,True,2011137/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2695,00000000000101010000111,23,23,True,6377473/16777216,1/8388608,1/8388608,True,6377475/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2696,00000000000101010001000,23,23,True,-7254015/16777216,1/8388608,1/8388608,True,7254017/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2697,00000000000101010001001,23,23,True,1134593/16777216,1/8388608,1/8388608,True,1134595/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2698,00000000000101010001010,23,23,True,-3059711/16777216,1/8388608,1/8388608,True,3059713/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2699,00000000000101010001011,23,23,True,5328897/16777216,1/8388608,1/8388608,True,5328899/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2700,00000000000101010001100,23,23,True,-5156863/16777216,1/8388608,1/8388608,True,5156865/16777216,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash,post_freeze_evaluator,0
2701,00000000000101010001101,23,23,True,3231745/16777216,1/8388608,1/8388608,True,3231747/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2702,00000000000101010001110,23,23,True,-962559/16777216,1/8388608,1/8388608,True,962561/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
2703,00000000000101010001111,23,23,True,7426049/16777216,1/8388608,1/8388608,True,7426051/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2704,00000000000101010010000,23,23,True,-7778303/16777216,1/8388608,1/8388608,True,7778305/16777216,True,True,square_control|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2705,00000000000101010010001,23,23,True,610305/16777216,1/8388608,1/8388608,True,610307/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2706,00000000000101010010010,23,23,True,-3583999/16777216,1/8388608,1/8388608,True,3584001/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2707,00000000000101010010011,23,23,True,4804609/16777216,1/8388608,1/8388608,True,4804611/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
2708,00000000000101010010100,23,23,True,-5681151/16777216,1/8388608,1/8388608,True,5681153/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2709,00000000000101010010101,23,23,True,2707457/16777216,1/8388608,1/8388608,True,2707459/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
2710,00000000000101010010110,23,23,True,-1486847/16777216,1/8388608,1/8388608,True,1486849/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2711,00000000000101010010111,23,23,True,6901761/16777216,1/8388608,1/8388608,True,6901763/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2712,00000000000101010011000,23,23,True,-6729727/16777216,1/8388608,1/8388608,True,6729729/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2713,00000000000101010011001,23,23,True,1658881/16777216,1/8388608,1/8388608,True,1658883/16777216,True,True,prime_evaluator|all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
2714,00000000000101010011010,23,23,True,-2535423/16777216,1/8388608,1/8388608,True,2535425/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2715,00000000000101010011011,23,23,True,5853185/16777216,1/8388608,1/8388608,True,5853187/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2716,00000000000101010011100,23,23,True,-4632575/16777216,1/8388608,1/8388608,True,4632577/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2717,00000000000101010011101,23,23,True,3756033/16777216,1/8388608,1/8388608,True,3756035/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
2718,00000000000101010011110,23,23,True,-438271/16777216,1/8388608,1/8388608,True,438273/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2719,00000000000101010011111,23,23,True,7950337/16777216,1/8388608,1/8388608,True,7950339/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
2720,00000000000101010100000,23,23,True,-8040447/16777216,1/8388608,1/8388608,True,8040449/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
